date,description,amount,currency,channel,category
2025-01-27,WEWORK RENT,-750.15,GBP,transfer,rent
2025-04-06,FACEBOOK ADS,-40.18,GBP,card,marketing
2025-03-03,OFFICE RENT LTD,-1497.05,GBP,card,rent
2025-06-12,UBER TRIP,-26.18,GBP,transfer,travel
2025-06-09,RYANAIR FLIGHT,-162.2,GBP,direct_debit,travel
2025-05-17,APPLE STORE,-190.0,GBP,transfer,equipment
2025-06-17,OFFICE RENT LTD,-1061.38,GBP,card,rent
2025-01-25,STARBUCKS,-181.81,GBP,direct_debit,meals
2025-06-08,OFFICE RENT LTD,-1773.66,GBP,card,rent
2025-06-12,OFFICE RENT LTD,-1189.0,GBP,direct_debit,rent
2025-03-29,GOOGLE ADS,-10.7,GBP,direct_debit,marketing
2025-03-13,GOOGLE ADS,-158.21,GBP,transfer,marketing
2025-06-24,GOOGLE ADS,-120.62,GBP,transfer,marketing
2025-04-22,APPLE STORE,-66.61,GBP,direct_debit,equipment
2025-01-14,STARBUCKS,-31.6,GBP,transfer,meals
2025-04-28,OFFICE RENT LTD,-906.06,GBP,transfer,rent
2025-04-01,TRAINLINE UK,-133.54,GBP,transfer,travel
2025-01-02,STARBUCKS,-118.88,GBP,card,meals
2025-01-22,RYANAIR FLIGHT,-86.41,GBP,transfer,travel
2025-03-12,AMAZON,-134.52,GBP,direct_debit,equipment
2025-03-04,WEWORK RENT,-1606.04,GBP,direct_debit,rent
2025-01-11,APPLE STORE,-65.39,GBP,transfer,equipment
2025-01-09,APPLE STORE,-171.92,GBP,card,equipment
2025-02-02,APPLE STORE,-78.71,GBP,card,equipment
2025-05-11,AMAZON,-109.14,GBP,direct_debit,equipment
2025-03-04,NOTION LABS,-133.52,GBP,card,software
2025-01-22,OFFICE RENT LTD,-1210.02,GBP,direct_debit,rent
2025-02-16,AMAZON,-63.1,GBP,transfer,equipment
2025-06-26,AWS CLOUD,-87.15,GBP,transfer,software
2025-06-06,GOOGLE ADS,-24.24,GBP,direct_debit,marketing
2025-06-02,APPLE STORE,-112.65,GBP,transfer,equipment
2025-04-16,STARBUCKS,-169.0,GBP,transfer,meals
2025-02-26,NOTION LABS,-143.98,GBP,transfer,software
2025-02-16,STARBUCKS,-43.08,GBP,direct_debit,meals
2025-01-13,WEWORK RENT,-824.2,GBP,transfer,rent
2025-01-22,PRET A MANGER,-79.38,GBP,transfer,meals
2025-05-06,FACEBOOK ADS,-108.91,GBP,transfer,marketing
2025-04-16,OPEN API,-33.91,GBP,transfer,software
2025-05-12,RYANAIR FLIGHT,-149.92,GBP,card,travel
2025-01-19,FACEBOOK ADS,-41.96,GBP,transfer,marketing
2025-04-24,TRAINLINE UK,-142.69,GBP,transfer,travel
2025-02-11,AMAZON,-32.73,GBP,direct_debit,equipment
2025-03-30,UBER TRIP,-118.38,GBP,card,travel
2025-06-18,NOTION LABS,-198.27,GBP,card,software
2025-01-13,OFFICE RENT LTD,-1242.5,GBP,transfer,rent
2025-01-13,WEWORK RENT,-1652.56,GBP,card,rent
2025-02-22,OPEN API,-126.28,GBP,card,software
2025-01-19,WEWORK RENT,-1952.84,GBP,transfer,rent
2025-06-14,PRET A MANGER,-18.07,GBP,transfer,meals
2025-05-10,OPEN API,-98.9,GBP,direct_debit,software
2025-03-24,WEWORK RENT,-772.92,GBP,transfer,rent
2025-03-04,GITHUB,-46.39,GBP,direct_debit,software
2025-02-25,UBER TRIP,-106.63,GBP,direct_debit,travel
2025-03-13,OFFICE RENT LTD,-1411.94,GBP,direct_debit,rent
2025-02-21,NOTION LABS,-150.28,GBP,card,software
2025-05-23,TRAINLINE UK,-111.31,GBP,direct_debit,travel
2025-03-31,NOTION LABS,-39.18,GBP,direct_debit,software
2025-03-19,TRAINLINE UK,-147.79,GBP,card,travel
2025-02-07,WEWORK RENT,-985.69,GBP,direct_debit,rent
2025-05-18,FACEBOOK ADS,-40.8,GBP,transfer,marketing
2025-01-01,RYANAIR FLIGHT,-22.75,GBP,direct_debit,travel
2025-05-28,GOOGLE ADS,-112.29,GBP,transfer,marketing
2025-06-19,NOTION LABS,-192.3,GBP,card,software
2025-02-14,AMAZON,-36.68,GBP,transfer,equipment
2025-01-03,STARBUCKS,-191.69,GBP,transfer,meals
2025-04-22,AMAZON,-162.73,GBP,transfer,equipment
2025-03-04,AWS CLOUD,-191.6,GBP,direct_debit,software
2025-02-13,PRET A MANGER,-31.44,GBP,direct_debit,meals
2025-02-26,RYANAIR FLIGHT,-116.65,GBP,transfer,travel
2025-06-27,APPLE STORE,-39.34,GBP,transfer,equipment
2025-06-25,AMAZON,-46.16,GBP,direct_debit,equipment
2025-01-22,OPEN API,-189.93,GBP,direct_debit,software
2025-03-18,AMAZON,-49.62,GBP,direct_debit,equipment
2025-02-15,UBER TRIP,-62.29,GBP,transfer,travel
2025-01-15,PRET A MANGER,-38.93,GBP,card,meals
2025-01-18,PRET A MANGER,-100.25,GBP,transfer,meals
2025-03-04,WEWORK RENT,-1751.15,GBP,direct_debit,rent
2025-05-09,OPEN API,-168.26,GBP,transfer,software
2025-05-01,APPLE STORE,-72.17,GBP,card,equipment
2025-04-14,AWS CLOUD,-80.89,GBP,card,software
2025-05-23,RYANAIR FLIGHT,-11.11,GBP,card,travel
2025-04-19,NOTION LABS,-191.06,GBP,card,software
2025-02-26,TRAINLINE UK,-142.3,GBP,transfer,travel
2025-03-09,OPEN API,-78.4,GBP,card,software
2025-05-09,RYANAIR FLIGHT,-39.69,GBP,direct_debit,travel
2025-05-23,UBER TRIP,-83.15,GBP,card,travel
2025-03-07,UBER TRIP,-64.39,GBP,card,travel
2025-02-21,PRET A MANGER,-134.98,GBP,transfer,meals
2025-03-08,UBER TRIP,-75.71,GBP,transfer,travel
2025-05-23,APPLE STORE,-19.81,GBP,direct_debit,equipment
2025-05-14,RYANAIR FLIGHT,-61.05,GBP,card,travel
2025-06-28,AMAZON,-146.55,GBP,direct_debit,equipment
2025-01-25,AMAZON,-163.79,GBP,transfer,equipment
2025-03-24,APPLE STORE,-102.86,GBP,transfer,equipment
2025-04-28,TRAINLINE UK,-63.09,GBP,transfer,travel
2025-05-05,RYANAIR FLIGHT,-126.12,GBP,direct_debit,travel
2025-02-03,AMAZON,-82.2,GBP,direct_debit,equipment
2025-01-09,WEWORK RENT,-1906.46,GBP,card,rent
2025-05-13,PRET A MANGER,-113.77,GBP,card,meals
2025-04-30,GITHUB,-105.24,GBP,card,software
2025-01-26,STARBUCKS,-118.01,GBP,card,meals
2025-03-22,OFFICE RENT LTD,-974.67,GBP,transfer,rent
2025-06-14,AMAZON,-120.82,GBP,direct_debit,equipment
2025-04-23,OFFICE RENT LTD,-1672.68,GBP,card,rent
2025-01-08,GOOGLE ADS,-82.53,GBP,direct_debit,marketing
2025-04-29,FACEBOOK ADS,-172.45,GBP,card,marketing
2025-05-01,OFFICE RENT LTD,-784.07,GBP,direct_debit,rent
2025-04-19,FACEBOOK ADS,-29.38,GBP,direct_debit,marketing
2025-05-22,GITHUB,-183.72,GBP,direct_debit,software
2025-02-22,WEWORK RENT,-675.47,GBP,card,rent
2025-06-01,WEWORK RENT,-576.66,GBP,direct_debit,rent
2025-02-07,PRET A MANGER,-83.36,GBP,card,meals
2025-05-15,RYANAIR FLIGHT,-151.54,GBP,direct_debit,travel
2025-02-11,NOTION LABS,-151.38,GBP,transfer,software
2025-01-23,OPEN API,-89.53,GBP,direct_debit,software
2025-01-15,OFFICE RENT LTD,-1635.25,GBP,transfer,rent
2025-04-26,STARBUCKS,-80.85,GBP,direct_debit,meals
2025-01-17,GOOGLE ADS,-81.14,GBP,card,marketing
2025-03-18,FACEBOOK ADS,-66.73,GBP,transfer,marketing
2025-03-14,RYANAIR FLIGHT,-51.04,GBP,direct_debit,travel
2025-01-16,FACEBOOK ADS,-98.43,GBP,direct_debit,marketing
2025-05-15,WEWORK RENT,-1019.55,GBP,direct_debit,rent
2025-04-16,NOTION LABS,-173.74,GBP,transfer,software
2025-05-08,PRET A MANGER,-38.94,GBP,direct_debit,meals
2025-02-01,FACEBOOK ADS,-106.35,GBP,direct_debit,marketing
2025-01-03,PRET A MANGER,-67.85,GBP,transfer,meals
2025-02-12,WEWORK RENT,-1777.85,GBP,transfer,rent
2025-02-18,OPEN API,-134.69,GBP,card,software
2025-05-19,PRET A MANGER,-37.95,GBP,transfer,meals
2025-06-14,GOOGLE ADS,-177.54,GBP,transfer,marketing
2025-02-26,UBER TRIP,-109.32,GBP,transfer,travel
2025-03-23,GOOGLE ADS,-124.65,GBP,transfer,marketing
2025-01-25,PRET A MANGER,-183.85,GBP,card,meals
2025-06-15,APPLE STORE,-101.1,GBP,card,equipment
2025-06-24,OFFICE RENT LTD,-727.5,GBP,direct_debit,rent
2025-04-08,FACEBOOK ADS,-87.32,GBP,direct_debit,marketing
2025-04-28,STARBUCKS,-198.42,GBP,card,meals
2025-03-01,WEWORK RENT,-977.6,GBP,direct_debit,rent
2025-02-04,GOOGLE ADS,-16.53,GBP,transfer,marketing
2025-02-28,WEWORK RENT,-963.78,GBP,direct_debit,rent
2025-04-23,NOTION LABS,-165.36,GBP,direct_debit,software
2025-06-23,STARBUCKS,-45.21,GBP,card,meals
2025-02-26,PRET A MANGER,-133.38,GBP,card,meals
2025-02-26,NOTION LABS,-8.87,GBP,card,software
2025-03-12,TRAINLINE UK,-187.26,GBP,transfer,travel
2025-05-12,FACEBOOK ADS,-103.7,GBP,transfer,marketing
2025-02-02,APPLE STORE,-63.23,GBP,card,equipment
2025-02-09,RYANAIR FLIGHT,-131.75,GBP,card,travel
2025-04-11,WEWORK RENT,-1445.77,GBP,card,rent
2025-03-22,UBER TRIP,-16.03,GBP,direct_debit,travel
2025-05-14,FACEBOOK ADS,-136.41,GBP,transfer,marketing
2025-03-21,APPLE STORE,-95.41,GBP,direct_debit,equipment
2025-05-01,GOOGLE ADS,-136.49,GBP,card,marketing
2025-04-10,RYANAIR FLIGHT,-181.63,GBP,direct_debit,travel
2025-06-12,OFFICE RENT LTD,-633.41,GBP,card,rent
2025-02-23,OFFICE RENT LTD,-1489.79,GBP,transfer,rent
2025-03-30,WEWORK RENT,-1036.26,GBP,card,rent
2025-01-22,AMAZON,-97.68,GBP,transfer,equipment
2025-03-16,APPLE STORE,-163.63,GBP,direct_debit,equipment
2025-02-06,STARBUCKS,-47.21,GBP,card,meals
2025-02-10,TRAINLINE UK,-69.79,GBP,card,travel
2025-03-09,GOOGLE ADS,-175.53,GBP,direct_debit,marketing
2025-06-23,OFFICE RENT LTD,-1779.66,GBP,card,rent
2025-06-18,GITHUB,-176.26,GBP,transfer,software
2025-01-23,APPLE STORE,-34.44,GBP,direct_debit,equipment
2025-02-07,PRET A MANGER,-170.53,GBP,direct_debit,meals
2025-05-05,GOOGLE ADS,-58.51,GBP,card,marketing
2025-03-28,OFFICE RENT LTD,-775.56,GBP,card,rent
2025-03-03,FACEBOOK ADS,-71.84,GBP,transfer,marketing
2025-01-27,TRAINLINE UK,-79.78,GBP,card,travel
2025-01-31,APPLE STORE,-29.31,GBP,direct_debit,equipment
2025-06-05,FACEBOOK ADS,-20.4,GBP,card,marketing
2025-05-22,OFFICE RENT LTD,-762.48,GBP,transfer,rent
2025-04-13,AMAZON,-132.18,GBP,direct_debit,equipment
2025-05-24,OFFICE RENT LTD,-1239.44,GBP,card,rent
2025-01-02,AMAZON,-24.09,GBP,direct_debit,equipment
2025-06-29,AMAZON,-70.3,GBP,transfer,equipment
2025-02-25,AMAZON,-81.72,GBP,direct_debit,equipment
2025-05-26,APPLE STORE,-72.95,GBP,card,equipment
2025-01-29,TRAINLINE UK,-132.63,GBP,transfer,travel
2025-06-01,WEWORK RENT,-1968.96,GBP,direct_debit,rent
2025-02-05,WEWORK RENT,-912.81,GBP,transfer,rent
2025-04-15,AWS CLOUD,-103.48,GBP,direct_debit,software
2025-06-19,FACEBOOK ADS,-103.54,GBP,card,marketing
2025-05-03,AWS CLOUD,-48.58,GBP,direct_debit,software
2025-01-17,APPLE STORE,-47.28,GBP,direct_debit,equipment
2025-04-01,OPEN API,-125.52,GBP,card,software
2025-06-03,WEWORK RENT,-1162.46,GBP,transfer,rent
2025-03-16,STARBUCKS,-169.48,GBP,direct_debit,meals
2025-03-25,STARBUCKS,-71.6,GBP,transfer,meals
2025-05-04,WEWORK RENT,-625.1,GBP,card,rent
2025-06-03,WEWORK RENT,-572.4,GBP,direct_debit,rent
2025-05-31,PRET A MANGER,-197.96,GBP,transfer,meals
2025-04-19,PRET A MANGER,-195.68,GBP,direct_debit,meals
2025-02-07,OFFICE RENT LTD,-1902.7,GBP,direct_debit,rent
2025-06-08,UBER TRIP,-170.45,GBP,transfer,travel
2025-05-09,UBER TRIP,-38.66,GBP,card,travel
2025-03-13,STARBUCKS,-195.85,GBP,card,meals
2025-03-30,WEWORK RENT,-1012.29,GBP,direct_debit,rent
2025-04-25,FACEBOOK ADS,-174.68,GBP,direct_debit,marketing
2025-02-19,APPLE STORE,-9.87,GBP,direct_debit,equipment
2025-01-15,STARBUCKS,-88.61,GBP,card,meals
2025-06-03,AMAZON,-160.57,GBP,transfer,equipment
2025-05-19,STARBUCKS,-5.72,GBP,direct_debit,meals
2025-05-14,WEWORK RENT,-645.21,GBP,card,rent
2025-06-30,STARBUCKS,-78.32,GBP,transfer,meals
2025-03-18,FACEBOOK ADS,-182.65,GBP,transfer,marketing
2025-05-16,APPLE STORE,-74.39,GBP,direct_debit,equipment
2025-03-24,UBER TRIP,-177.6,GBP,card,travel
2025-04-15,WEWORK RENT,-760.24,GBP,card,rent
2025-02-28,AMAZON,-73.79,GBP,card,equipment
2025-01-26,GOOGLE ADS,-187.97,GBP,transfer,marketing
2025-05-16,APPLE STORE,-35.48,GBP,card,equipment
2025-05-26,UBER TRIP,-65.18,GBP,direct_debit,travel
2025-06-15,AMAZON,-70.11,GBP,direct_debit,equipment
2025-05-01,AMAZON,-36.67,GBP,card,equipment
2025-04-06,FACEBOOK ADS,-54.36,GBP,direct_debit,marketing
2025-05-27,AWS CLOUD,-49.42,GBP,card,software
2025-01-07,GOOGLE ADS,-198.32,GBP,transfer,marketing
2025-03-26,PRET A MANGER,-70.06,GBP,transfer,meals
2025-06-25,NOTION LABS,-98.51,GBP,direct_debit,software
2025-03-02,OPEN API,-167.0,GBP,card,software
2025-04-25,TRAINLINE UK,-70.38,GBP,card,travel
2025-01-11,STARBUCKS,-46.42,GBP,transfer,meals
2025-03-27,APPLE STORE,-149.01,GBP,direct_debit,equipment
2025-04-14,AMAZON,-144.25,GBP,transfer,equipment
2025-02-03,STARBUCKS,-74.65,GBP,transfer,meals
2025-01-17,PRET A MANGER,-187.16,GBP,card,meals
2025-03-11,RYANAIR FLIGHT,-104.37,GBP,card,travel
2025-06-19,FACEBOOK ADS,-144.35,GBP,card,marketing
2025-03-18,NOTION LABS,-47.71,GBP,card,software
2025-06-02,GITHUB,-86.34,GBP,transfer,software
2025-03-31,FACEBOOK ADS,-51.97,GBP,card,marketing
2025-05-05,STARBUCKS,-85.21,GBP,direct_debit,meals
2025-03-08,GITHUB,-23.69,GBP,transfer,software
2025-04-16,GOOGLE ADS,-145.14,GBP,transfer,marketing
2025-05-11,TRAINLINE UK,-48.77,GBP,direct_debit,travel
2025-01-09,OFFICE RENT LTD,-1223.64,GBP,direct_debit,rent
2025-01-16,WEWORK RENT,-884.78,GBP,transfer,rent
2025-03-04,RYANAIR FLIGHT,-8.12,GBP,card,travel
2025-02-05,TRAINLINE UK,-49.97,GBP,direct_debit,travel
2025-03-15,AMAZON,-117.37,GBP,transfer,equipment
2025-03-01,GOOGLE ADS,-56.02,GBP,direct_debit,marketing
2025-06-28,RYANAIR FLIGHT,-195.45,GBP,card,travel
2025-04-27,APPLE STORE,-187.7,GBP,transfer,equipment
2025-05-24,AMAZON,-79.37,GBP,direct_debit,equipment
2025-01-07,PRET A MANGER,-60.04,GBP,transfer,meals
2025-04-12,GITHUB,-76.67,GBP,transfer,software
2025-06-02,GOOGLE ADS,-67.02,GBP,card,marketing
2025-04-03,FACEBOOK ADS,-35.64,GBP,card,marketing
2025-02-06,AWS CLOUD,-44.87,GBP,card,software
2025-01-27,GOOGLE ADS,-193.73,GBP,card,marketing
2025-06-26,TRAINLINE UK,-194.69,GBP,direct_debit,travel
2025-01-12,FACEBOOK ADS,-19.77,GBP,transfer,marketing
2025-01-06,WEWORK RENT,-1647.02,GBP,direct_debit,rent
2025-05-19,APPLE STORE,-70.63,GBP,direct_debit,equipment
2025-03-25,PRET A MANGER,-197.74,GBP,card,meals
2025-02-09,AMAZON,-198.55,GBP,transfer,equipment
2025-06-02,UBER TRIP,-113.88,GBP,direct_debit,travel
2025-01-31,OFFICE RENT LTD,-1534.49,GBP,direct_debit,rent
2025-04-09,AMAZON,-197.55,GBP,transfer,equipment
2025-06-03,APPLE STORE,-96.16,GBP,card,equipment
2025-06-01,AMAZON,-136.47,GBP,transfer,equipment
2025-06-10,STARBUCKS,-43.63,GBP,card,meals
2025-05-02,OPEN API,-157.9,GBP,transfer,software
2025-01-27,OFFICE RENT LTD,-761.81,GBP,transfer,rent
2025-06-24,PRET A MANGER,-7.27,GBP,card,meals
2025-02-15,NOTION LABS,-55.48,GBP,card,software
2025-01-15,AMAZON,-49.44,GBP,transfer,equipment
2025-01-27,AMAZON,-169.46,GBP,card,equipment
2025-01-15,UBER TRIP,-73.84,GBP,direct_debit,travel
2025-06-05,WEWORK RENT,-1568.07,GBP,direct_debit,rent
2025-05-20,APPLE STORE,-197.44,GBP,transfer,equipment
2025-03-01,PRET A MANGER,-186.9,GBP,card,meals
2025-06-24,APPLE STORE,-96.74,GBP,transfer,equipment
2025-04-29,FACEBOOK ADS,-23.02,GBP,transfer,marketing
2025-04-23,AWS CLOUD,-194.25,GBP,transfer,software
2025-01-25,AMAZON,-136.17,GBP,direct_debit,equipment
2025-03-29,FACEBOOK ADS,-108.15,GBP,transfer,marketing
2025-03-28,RYANAIR FLIGHT,-175.53,GBP,transfer,travel
2025-01-11,WEWORK RENT,-1781.24,GBP,card,rent
2025-05-19,RYANAIR FLIGHT,-193.88,GBP,card,travel
2025-01-02,GOOGLE ADS,-77.63,GBP,transfer,marketing
2025-04-02,RYANAIR FLIGHT,-105.74,GBP,card,travel
2025-03-12,GOOGLE ADS,-194.75,GBP,transfer,marketing
2025-06-20,AMAZON,-56.78,GBP,transfer,equipment
2025-01-08,OFFICE RENT LTD,-726.55,GBP,direct_debit,rent
2025-03-11,UBER TRIP,-71.04,GBP,direct_debit,travel
2025-06-04,OFFICE RENT LTD,-725.69,GBP,card,rent
2025-04-26,TRAINLINE UK,-27.07,GBP,direct_debit,travel
2025-06-28,UBER TRIP,-37.04,GBP,transfer,travel
2025-04-11,TRAINLINE UK,-130.59,GBP,direct_debit,travel
2025-02-22,GOOGLE ADS,-96.73,GBP,transfer,marketing
2025-01-07,GOOGLE ADS,-160.02,GBP,card,marketing
2025-03-12,APPLE STORE,-179.31,GBP,transfer,equipment
2025-04-19,APPLE STORE,-111.48,GBP,direct_debit,equipment
2025-06-18,STARBUCKS,-29.7,GBP,direct_debit,meals
2025-06-22,GOOGLE ADS,-154.02,GBP,transfer,marketing
2025-04-09,GITHUB,-131.28,GBP,transfer,software
2025-04-17,GITHUB,-60.02,GBP,card,software
2025-05-18,OFFICE RENT LTD,-1210.83,GBP,card,rent
2025-06-30,FACEBOOK ADS,-14.74,GBP,card,marketing
2025-03-04,FACEBOOK ADS,-17.28,GBP,direct_debit,marketing
2025-05-18,APPLE STORE,-85.19,GBP,direct_debit,equipment
2025-02-28,OPEN API,-85.88,GBP,card,software
2025-02-17,AMAZON,-155.58,GBP,direct_debit,equipment
2025-02-08,AWS CLOUD,-94.47,GBP,card,software
2025-01-22,PRET A MANGER,-121.3,GBP,card,meals
2025-03-14,AWS CLOUD,-172.69,GBP,direct_debit,software
2025-03-16,PRET A MANGER,-97.24,GBP,card,meals
2025-03-05,GITHUB,-55.48,GBP,transfer,software
2025-05-03,STARBUCKS,-57.01,GBP,direct_debit,meals
2025-03-05,FACEBOOK ADS,-168.69,GBP,transfer,marketing
2025-03-05,AWS CLOUD,-185.96,GBP,transfer,software
2025-01-26,OPEN API,-119.1,GBP,direct_debit,software
2025-04-28,APPLE STORE,-152.7,GBP,card,equipment
2025-01-25,TRAINLINE UK,-158.42,GBP,direct_debit,travel
2025-04-20,OPEN API,-94.53,GBP,card,software
2025-01-15,OFFICE RENT LTD,-705.89,GBP,transfer,rent
2025-06-02,RYANAIR FLIGHT,-57.86,GBP,direct_debit,travel
2025-01-21,STARBUCKS,-190.62,GBP,card,meals
2025-04-15,PRET A MANGER,-72.71,GBP,card,meals
2025-06-26,PRET A MANGER,-116.31,GBP,transfer,meals
2025-06-23,STARBUCKS,-76.92,GBP,card,meals
2025-05-02,FACEBOOK ADS,-22.53,GBP,transfer,marketing
2025-06-23,RYANAIR FLIGHT,-103.37,GBP,card,travel
2025-04-14,PRET A MANGER,-135.32,GBP,card,meals
2025-06-20,OFFICE RENT LTD,-1161.11,GBP,direct_debit,rent
2025-05-26,PRET A MANGER,-183.86,GBP,transfer,meals
2025-02-28,FACEBOOK ADS,-36.51,GBP,card,marketing
2025-04-22,WEWORK RENT,-565.99,GBP,direct_debit,rent
2025-04-09,AMAZON,-165.88,GBP,card,equipment
2025-05-23,UBER TRIP,-24.61,GBP,transfer,travel
2025-04-20,OPEN API,-138.78,GBP,direct_debit,software
2025-04-11,PRET A MANGER,-54.54,GBP,direct_debit,meals
2025-04-07,OPEN API,-98.61,GBP,direct_debit,software
2025-04-28,AMAZON,-47.51,GBP,transfer,equipment
2025-03-23,STARBUCKS,-97.61,GBP,transfer,meals
2025-06-25,STARBUCKS,-122.24,GBP,direct_debit,meals
2025-05-04,OFFICE RENT LTD,-1639.45,GBP,card,rent
2025-04-16,PRET A MANGER,-185.56,GBP,transfer,meals
2025-06-08,OPEN API,-98.39,GBP,card,software
2025-06-04,UBER TRIP,-53.54,GBP,direct_debit,travel
2025-05-19,UBER TRIP,-97.47,GBP,card,travel
2025-06-18,RYANAIR FLIGHT,-51.15,GBP,transfer,travel
2025-04-15,FACEBOOK ADS,-111.34,GBP,transfer,marketing
2025-01-03,OFFICE RENT LTD,-1482.73,GBP,direct_debit,rent
2025-02-09,FACEBOOK ADS,-179.88,GBP,card,marketing
2025-02-23,PRET A MANGER,-188.0,GBP,direct_debit,meals
2025-05-13,GITHUB,-29.32,GBP,card,software
2025-04-08,WEWORK RENT,-1712.87,GBP,direct_debit,rent
2025-06-30,APPLE STORE,-186.95,GBP,transfer,equipment
2025-06-01,NOTION LABS,-123.96,GBP,card,software
2025-03-17,OFFICE RENT LTD,-1649.75,GBP,transfer,rent
2025-01-13,APPLE STORE,-18.11,GBP,card,equipment
2025-02-08,FACEBOOK ADS,-141.02,GBP,transfer,marketing
2025-01-18,APPLE STORE,-160.43,GBP,card,equipment
2025-04-16,FACEBOOK ADS,-30.18,GBP,card,marketing
2025-05-18,UBER TRIP,-195.52,GBP,card,travel
2025-01-23,AMAZON,-16.31,GBP,transfer,equipment
2025-03-20,OPEN API,-53.98,GBP,transfer,software
2025-04-15,WEWORK RENT,-1466.54,GBP,card,rent
2025-01-11,APPLE STORE,-34.15,GBP,transfer,equipment
2025-06-08,FACEBOOK ADS,-165.92,GBP,transfer,marketing
2025-02-21,FACEBOOK ADS,-88.29,GBP,transfer,marketing
2025-06-28,WEWORK RENT,-1341.02,GBP,card,rent
2025-05-15,OPEN API,-39.59,GBP,card,software
2025-05-27,GITHUB,-61.16,GBP,direct_debit,software
2025-05-06,APPLE STORE,-25.78,GBP,transfer,equipment
2025-04-17,RYANAIR FLIGHT,-67.73,GBP,direct_debit,travel
2025-04-27,RYANAIR FLIGHT,-174.91,GBP,transfer,travel
2025-01-16,OFFICE RENT LTD,-1222.58,GBP,direct_debit,rent
2025-05-31,OFFICE RENT LTD,-1465.63,GBP,card,rent
2025-02-19,OPEN API,-44.51,GBP,transfer,software
2025-03-31,AMAZON,-59.21,GBP,transfer,equipment
2025-03-06,TRAINLINE UK,-135.43,GBP,direct_debit,travel
2025-05-09,PRET A MANGER,-139.31,GBP,card,meals
2025-04-24,FACEBOOK ADS,-155.39,GBP,card,marketing
2025-05-11,UBER TRIP,-170.58,GBP,direct_debit,travel
2025-03-25,OFFICE RENT LTD,-1538.69,GBP,transfer,rent
2025-05-22,GOOGLE ADS,-30.11,GBP,transfer,marketing
2025-03-25,WEWORK RENT,-1265.28,GBP,transfer,rent
2025-06-27,GOOGLE ADS,-142.65,GBP,transfer,marketing
2025-02-03,GOOGLE ADS,-86.61,GBP,transfer,marketing
2025-04-26,OPEN API,-121.35,GBP,transfer,software
2025-06-13,GOOGLE ADS,-40.6,GBP,direct_debit,marketing
2025-05-29,NOTION LABS,-189.19,GBP,transfer,software
2025-01-21,NOTION LABS,-50.1,GBP,card,software
2025-06-19,AMAZON,-39.61,GBP,direct_debit,equipment
2025-04-18,APPLE STORE,-48.45,GBP,card,equipment
2025-05-15,AWS CLOUD,-73.99,GBP,card,software
2025-02-18,AMAZON,-38.95,GBP,transfer,equipment
2025-02-28,WEWORK RENT,-1180.43,GBP,transfer,rent
2025-06-15,UBER TRIP,-50.1,GBP,card,travel
2025-01-01,NOTION LABS,-55.86,GBP,transfer,software
2025-01-04,AMAZON,-48.87,GBP,transfer,equipment
2025-01-05,OPEN API,-103.38,GBP,card,software
2025-01-21,TRAINLINE UK,-83.48,GBP,direct_debit,travel
2025-06-26,TRAINLINE UK,-128.82,GBP,transfer,travel
2025-05-31,FACEBOOK ADS,-17.33,GBP,card,marketing
2025-01-09,AMAZON,-105.13,GBP,card,equipment
2025-02-27,WEWORK RENT,-1351.21,GBP,card,rent
2025-04-04,RYANAIR FLIGHT,-83.67,GBP,transfer,travel
2025-03-03,OFFICE RENT LTD,-1866.66,GBP,direct_debit,rent
2025-01-23,UBER TRIP,-131.17,GBP,card,travel
2025-01-17,APPLE STORE,-183.32,GBP,direct_debit,equipment
2025-03-29,WEWORK RENT,-590.5,GBP,card,rent
2025-04-02,APPLE STORE,-78.22,GBP,card,equipment
2025-03-07,GOOGLE ADS,-91.39,GBP,direct_debit,marketing
2025-06-13,AMAZON,-178.65,GBP,direct_debit,equipment
2025-05-13,WEWORK RENT,-1670.75,GBP,transfer,rent
2025-01-07,AWS CLOUD,-160.56,GBP,transfer,software
2025-03-24,OFFICE RENT LTD,-912.48,GBP,card,rent
2025-02-24,APPLE STORE,-22.94,GBP,transfer,equipment
2025-02-28,NOTION LABS,-116.61,GBP,card,software
2025-06-29,FACEBOOK ADS,-18.17,GBP,direct_debit,marketing
2025-06-04,WEWORK RENT,-1078.51,GBP,transfer,rent
2025-01-23,GOOGLE ADS,-179.4,GBP,card,marketing
2025-03-01,WEWORK RENT,-868.75,GBP,card,rent
2025-02-28,STARBUCKS,-109.91,GBP,transfer,meals
2025-05-29,TRAINLINE UK,-83.83,GBP,direct_debit,travel
2025-04-30,PRET A MANGER,-21.68,GBP,direct_debit,meals
2025-01-07,GITHUB,-161.18,GBP,direct_debit,software
2025-04-05,OFFICE RENT LTD,-1538.21,GBP,card,rent
2025-04-21,WEWORK RENT,-1183.98,GBP,transfer,rent
2025-06-18,AMAZON,-76.03,GBP,direct_debit,equipment
2025-06-25,FACEBOOK ADS,-98.0,GBP,direct_debit,marketing
2025-03-24,WEWORK RENT,-1605.97,GBP,transfer,rent
2025-05-27,GITHUB,-190.92,GBP,direct_debit,software
2025-05-02,NOTION LABS,-186.95,GBP,transfer,software
2025-01-09,AWS CLOUD,-108.08,GBP,card,software
2025-03-14,STARBUCKS,-144.88,GBP,transfer,meals
2025-03-23,FACEBOOK ADS,-82.57,GBP,card,marketing
